Deny,test,MEETING,SPEAK,MAINTENANCEDAY
Permit,test,MEETING,SPEAK,WORKINGDAY
Deny,test,MEETING,SETMEETINGAGENDA,SALEOPENEDMINOR
Permit,test,MEETING,SETMEETINGAGENDA,DEFAULT
Deny,test,MEETING,SETMEETINGAGENDA,MAINTENANCEDAY
Permit,test,MEETING,SETMEETINGAGENDA,WORKINGDAY
Deny,test,MEETING,LEAVE,SALEOPENEDMINOR
Permit,test,MEETING,LEAVE,DEFAULT
Deny,test,MEETING,LEAVE,MAINTENANCEDAY
Permit,test,MEETING,LEAVE,WORKINGDAY
Deny,test,MEETING,HANDOVER,SALEOPENEDMINOR
Permit,test,MEETING,HANDOVER,DEFAULT
Deny,test,MEETING,HANDOVER,MAINTENANCEDAY
Permit,test,MEETING,HANDOVER,WORKINGDAY
Deny,test,MEETING,UPDATE,SALEOPENEDMINOR
Permit,test,MEETING,UPDATE,DEFAULT
Deny,test,MEETING,UPDATE,MAINTENANCEDAY
Permit,test,MEETING,UPDATE,WORKINGDAY
Deny,test,MEETING,ATTENDEEACTIVITY,SALEOPENEDMINOR
Permit,test,MEETING,ATTENDEEACTIVITY,DEFAULT
Deny,test,MEETING,ATTENDEEACTIVITY,MAINTENANCEDAY
Permit,test,MEETING,ATTENDEEACTIVITY,WORKINGDAY
Deny,test,USERACCOUNT,POSTCOMMENT,SALEOPENEDMINOR
Permit,test,USERACCOUNT,POSTCOMMENT,DEFAULT
Deny,test,USERACCOUNT,POSTCOMMENT,MAINTENANCEDAY
Permit,test,USERACCOUNT,POSTCOMMENT,WORKINGDAY
Deny,test,USERACCOUNT,CONSULT,SALEOPENEDMINOR
Permit,test,USERACCOUNT,CONSULT,DEFAULT
Deny,test,USERACCOUNT,CONSULT,MAINTENANCEDAY
Permit,test,USERACCOUNT,CONSULT,WORKINGDAY
Deny,test,USERACCOUNT,CLOSEMEETING,SALEOPENEDMINOR
Permit,test,USERACCOUNT,CLOSEMEETING,DEFAULT
Deny,test,USERACCOUNT,CLOSEMEETING,MAINTENANCEDAY
Permit,test,USERACCOUNT,CLOSEMEETING,WORKINGDAY
Deny,test,USERACCOUNT,OPENMEETING,SALEOPENEDMINOR
Permit,test,USERACCOUNT,OPENMEETING,DEFAULT
Deny,test,USERACCOUNT,OPENMEETING,MAINTENANCEDAY
Permit,test,USERACCOUNT,OPENMEETING,WORKINGDAY
Deny,test,USERACCOUNT,SETMEETINGMODERATOR,SALEOPENEDMINOR
Permit,test,USERACCOUNT,SETMEETINGMODERATOR,DEFAULT
Deny,test,USERACCOUNT,SETMEETINGMODERATOR,MAINTENANCEDAY
Permit,test,USERACCOUNT,SETMEETINGMODERATOR,WORKINGDAY
Deny,test,USERACCOUNT,SETMEETINGTITLE,SALEOPENEDMINOR
Permit,test,USERACCOUNT,SETMEETINGTITLE,DEFAULT
Deny,test,USERACCOUNT,SETMEETINGTITLE,MAINTENANCEDAY
Permit,test,USERACCOUNT,SETMEETINGTITLE,WORKINGDAY
Deny,test,USERACCOUNT,UPDATEMEETINGINFOS,SALEOPENEDMINOR
Permit,test,USERACCOUNT,UPDATEMEETINGINFOS,DEFAULT
Deny,test,USERACCOUNT,UPDATEMEETINGINFOS,MAINTENANCEDAY
Permit,test,USERACCOUNT,UPDATEMEETINGINFOS,WORKINGDAY
Deny,test,USERACCOUNT,DELETE,SALEOPENEDMINOR
Permit,test,USERACCOUNT,DELETE,DEFAULT
Deny,test,USERACCOUNT,DELETE,MAINTENANCEDAY
Permit,test,USERACCOUNT,DELETE,WORKINGDAY
Deny,test,USERACCOUNT,OVER,SALEOPENEDMINOR
Permit,test,USERACCOUNT,OVER,DEFAULT
Deny,test,USERACCOUNT,OVER,MAINTENANCEDAY
Permit,test,USERACCOUNT,OVER,WORKINGDAY
Deny,test,USERACCOUNT,ASK,SALEOPENEDMINOR
Permit,test,USERACCOUNT,ASK,DEFAULT
Deny,test,USERACCOUNT,ASK,MAINTENANCEDAY
Permit,test,USERACCOUNT,ASK,WORKINGDAY
Deny,test,USERACCOUNT,SPEAK,SALEOPENEDMINOR
Permit,test,USERACCOUNT,SPEAK,DEFAULT
Deny,test,USERACCOUNT,SPEAK,MAINTENANCEDAY
Permit,test,USERACCOUNT,SPEAK,WORKINGDAY
Deny,test,USERACCOUNT,SETMEETINGAGENDA,SALEOPENEDMINOR
Permit,test,USERACCOUNT,SETMEETINGAGENDA,DEFAULT
Deny,test,USERACCOUNT,SETMEETINGAGENDA,MAINTENANCEDAY
Permit,test,USERACCOUNT,SETMEETINGAGENDA,WORKINGDAY
Deny,test,USERACCOUNT,LEAVE,SALEOPENEDMINOR
Permit,test,USERACCOUNT,LEAVE,DEFAULT
Deny,test,USERACCOUNT,LEAVE,MAINTENANCEDAY
Permit,test,USERACCOUNT,LEAVE,WORKINGDAY
Deny,test,USERACCOUNT,HANDOVER,SALEOPENEDMINOR
Permit,test,USERACCOUNT,HANDOVER,DEFAULT
Deny,test,USERACCOUNT,HANDOVER,MAINTENANCEDAY
Permit,test,USERACCOUNT,HANDOVER,WORKINGDAY
Deny,test,USERACCOUNT,UPDATE,SALEOPENEDMINOR
Permit,test,USERACCOUNT,UPDATE,DEFAULT
Deny,test,USERACCOUNT,UPDATE,MAINTENANCEDAY
Permit,test,USERACCOUNT,UPDATE,WORKINGDAY
Deny,test,USERACCOUNT,ATTENDEEACTIVITY,SALEOPENEDMINOR
Permit,test,USERACCOUNT,ATTENDEEACTIVITY,DEFAULT
Deny,test,USERACCOUNT,ATTENDEEACTIVITY,MAINTENANCEDAY
Permit,test,USERACCOUNT,ATTENDEEACTIVITY,WORKINGDAY
Deny,OWNER,COMMENT,POSTCOMMENT,SALEOPENEDMINOR
Permit,OWNER,COMMENT,POSTCOMMENT,DEFAULT
Deny,OWNER,COMMENT,POSTCOMMENT,MAINTENANCEDAY
Permit,OWNER,COMMENT,POSTCOMMENT,WORKINGDAY
Deny,OWNER,COMMENT,CONSULT,SALEOPENEDMINOR
Permit,OWNER,COMMENT,CONSULT,DEFAULT
Deny,OWNER,COMMENT,CONSULT,MAINTENANCEDAY
Permit,OWNER,COMMENT,CONSULT,WORKINGDAY
Deny,OWNER,COMMENT,CLOSEMEETING,SALEOPENEDMINOR
Permit,OWNER,COMMENT,CLOSEMEETING,DEFAULT
Deny,OWNER,COMMENT,CLOSEMEETING,MAINTENANCEDAY
Permit,OWNER,COMMENT,CLOSEMEETING,WORKINGDAY
Deny,OWNER,COMMENT,OPENMEETING,SALEOPENEDMINOR
Permit,OWNER,COMMENT,OPENMEETING,DEFAULT
Deny,OWNER,COMMENT,OPENMEETING,MAINTENANCEDAY
Permit,OWNER,COMMENT,OPENMEETING,WORKINGDAY
Deny,OWNER,COMMENT,SETMEETINGMODERATOR,SALEOPENEDMINOR
Permit,OWNER,COMMENT,SETMEETINGMODERATOR,DEFAULT
Deny,OWNER,COMMENT,SETMEETINGMODERATOR,MAINTENANCEDAY
Permit,OWNER,COMMENT,SETMEETINGMODERATOR,WORKINGDAY
Deny,OWNER,COMMENT,SETMEETINGTITLE,SALEOPENEDMINOR
Permit,OWNER,COMMENT,SETMEETINGTITLE,DEFAULT
Deny,OWNER,COMMENT,SETMEETINGTITLE,MAINTENANCEDAY
Permit,OWNER,COMMENT,SETMEETINGTITLE,WORKINGDAY
Deny,OWNER,COMMENT,UPDATEMEETINGINFOS,SALEOPENEDMINOR
Permit,OWNER,COMMENT,UPDATEMEETINGINFOS,DEFAULT
Deny,OWNER,COMMENT,UPDATEMEETINGINFOS,MAINTENANCEDAY
Permit,OWNER,COMMENT,UPDATEMEETINGINFOS,WORKINGDAY
Deny,OWNER,COMMENT,DELETE,SALEOPENEDMINOR
Permit,OWNER,COMMENT,DELETE,DEFAULT
Deny,OWNER,COMMENT,DELETE,MAINTENANCEDAY
Permit,OWNER,COMMENT,DELETE,WORKINGDAY
Deny,OWNER,COMMENT,OVER,SALEOPENEDMINOR
Permit,OWNER,COMMENT,OVER,DEFAULT
Deny,OWNER,COMMENT,OVER,MAINTENANCEDAY
Permit,OWNER,COMMENT,OVER,WORKINGDAY
Deny,OWNER,COMMENT,ASK,SALEOPENEDMINOR
Permit,OWNER,COMMENT,ASK,DEFAULT
Deny,OWNER,COMMENT,ASK,MAINTENANCEDAY
Permit,OWNER,COMMENT,ASK,WORKINGDAY
Deny,OWNER,COMMENT,SPEAK,SALEOPENEDMINOR
Permit,OWNER,COMMENT,SPEAK,DEFAULT
Deny,OWNER,COMMENT,SPEAK,MAINTENANCEDAY
Permit,OWNER,COMMENT,SPEAK,WORKINGDAY
Deny,OWNER,COMMENT,SETMEETINGAGENDA,SALEOPENEDMINOR
Permit,OWNER,COMMENT,SETMEETINGAGENDA,DEFAULT
Deny,OWNER,COMMENT,SETMEETINGAGENDA,MAINTENANCEDAY
Permit,OWNER,COMMENT,SETMEETINGAGENDA,WORKINGDAY
Deny,OWNER,COMMENT,LEAVE,SALEOPENEDMINOR
Permit,OWNER,COMMENT,LEAVE,DEFAULT
Deny,OWNER,COMMENT,LEAVE,MAINTENANCEDAY
Permit,OWNER,COMMENT,LEAVE,WORKINGDAY
Deny,OWNER,COMMENT,HANDOVER,SALEOPENEDMINOR
Permit,OWNER,COMMENT,HANDOVER,DEFAULT
Deny,OWNER,COMMENT,HANDOVER,MAINTENANCEDAY
Permit,OWNER,COMMENT,HANDOVER,WORKINGDAY
Deny,OWNER,COMMENT,UPDATE,SALEOPENEDMINOR
Permit,OWNER,COMMENT,UPDATE,DEFAULT
Deny,OWNER,COMMENT,UPDATE,MAINTENANCEDAY
Permit,OWNER,COMMENT,UPDATE,WORKINGDAY
Deny,OWNER,COMMENT,ATTENDEEACTIVITY,SALEOPENEDMINOR
Permit,OWNER,COMMENT,ATTENDEEACTIVITY,DEFAULT
Deny,OWNER,COMMENT,ATTENDEEACTIVITY,MAINTENANCEDAY
Permit,OWNER,COMMENT,ATTENDEEACTIVITY,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,POSTCOMMENT,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,POSTCOMMENT,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,POSTCOMMENT,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,POSTCOMMENT,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,CONSULT,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,CONSULT,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,CONSULT,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,CONSULT,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,CLOSEMEETING,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,CLOSEMEETING,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,CLOSEMEETING,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,CLOSEMEETING,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,OPENMEETING,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,OPENMEETING,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,OPENMEETING,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,OPENMEETING,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,SETMEETINGMODERATOR,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,SETMEETINGMODERATOR,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,SETMEETINGMODERATOR,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,SETMEETINGMODERATOR,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,SETMEETINGTITLE,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,SETMEETINGTITLE,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,SETMEETINGTITLE,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,SETMEETINGTITLE,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,UPDATEMEETINGINFOS,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,UPDATEMEETINGINFOS,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,UPDATEMEETINGINFOS,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,UPDATEMEETINGINFOS,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,DELETE,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,DELETE,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,DELETE,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,DELETE,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,OVER,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,OVER,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,OVER,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,OVER,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,ASK,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,ASK,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,ASK,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,ASK,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,SPEAK,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,SPEAK,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,SPEAK,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,SPEAK,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,SETMEETINGAGENDA,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,SETMEETINGAGENDA,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,SETMEETINGAGENDA,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,SETMEETINGAGENDA,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,LEAVE,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,LEAVE,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,LEAVE,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,LEAVE,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,HANDOVER,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,HANDOVER,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,HANDOVER,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,HANDOVER,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,UPDATE,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,UPDATE,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,UPDATE,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,UPDATE,WORKINGDAY
Deny,OWNER,PERSONNELACCOUNT,ATTENDEEACTIVITY,SALEOPENEDMINOR
Permit,OWNER,PERSONNELACCOUNT,ATTENDEEACTIVITY,DEFAULT
Deny,OWNER,PERSONNELACCOUNT,ATTENDEEACTIVITY,MAINTENANCEDAY
Permit,OWNER,PERSONNELACCOUNT,ATTENDEEACTIVITY,WORKINGDAY
Deny,OWNER,MEETING,POSTCOMMENT,SALEOPENEDMINOR
Permit,OWNER,MEETING,POSTCOMMENT,DEFAULT
Deny,OWNER,MEETING,POSTCOMMENT,MAINTENANCEDAY
Permit,OWNER,MEETING,POSTCOMMENT,WORKINGDAY
Deny,OWNER,MEETING,CONSULT,SALEOPENEDMINOR
Permit,OWNER,MEETING,CONSULT,DEFAULT
Deny,OWNER,MEETING,CONSULT,MAINTENANCEDAY
Permit,OWNER,MEETING,CONSULT,WORKINGDAY
Deny,OWNER,MEETING,CLOSEMEETING,SALEOPENEDMINOR
Permit,OWNER,MEETING,CLOSEMEETING,DEFAULT
Deny,OWNER,MEETING,CLOSEMEETING,MAINTENANCEDAY
Permit,OWNER,MEETING,CLOSEMEETING,WORKINGDAY
Deny,OWNER,MEETING,OPENMEETING,SALEOPENEDMINOR
Permit,OWNER,MEETING,OPENMEETING,DEFAULT
Deny,OWNER,MEETING,OPENMEETING,MAINTENANCEDAY
Permit,OWNER,MEETING,OPENMEETING,WORKINGDAY
Deny,OWNER,MEETING,SETMEETINGMODERATOR,SALEOPENEDMINOR
Permit,OWNER,MEETING,SETMEETINGMODERATOR,DEFAULT
Deny,OWNER,MEETING,SETMEETINGMODERATOR,MAINTENANCEDAY
Permit,OWNER,MEETING,SETMEETINGMODERATOR,WORKINGDAY
